ID,Name,Moves
686,inkay,"""cut, bind, tackle, wrap, disable, flamethrower, psybeam, peck, thunderbolt, toxic, psychic, hypnosis, double-team, light-screen, reflect, constrict, flash, psywave, rest, rock-slide, slash, substitute, thief, snore, spite, protect, destiny-bond, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, future-sight, torment, flatter, facade, taunt, role-play, superpower, knock-off, snatch, secret-power, camouflage, fake-tears, aerial-ace, calm-mind, pluck, acupressure, payback, embargo, fling, guard-swap, dark-pulse, night-slash, switcheroo, nasty-plot, psycho-cut, trick-room, power-split, telekinesis, foul-play, simple-beam, round, stored-power, ally-switch, retaliate, topsy-turvy, confide, liquidation, expanding-force, lash-out"""
687,malamar,"""cut, bind, tackle, wrap, flamethrower, psybeam, hyper-beam, peck, thunderbolt, toxic, psychic, hypnosis, double-team, light-screen, reflect, constrict, flash, psywave, rest, rock-slide, slash, substitute, thief, snore, reversal, spite, protect, scary-face, endure, swagger, attract, sleep-talk, return, frustration, baton-pass, hidden-power, rain-dance, sunny-day, psych-up, future-sight, torment, facade, taunt, role-play, superpower, knock-off, snatch, secret-power, fake-tears, signal-beam, aerial-ace, block, calm-mind, pluck, payback, embargo, fling, guard-swap, dark-pulse, night-slash, switcheroo, giga-impact, nasty-plot, psycho-cut, trick-room, psyshock, telekinesis, foul-play, round, stored-power, ally-switch, retaliate, topsy-turvy, confide, throat-chop, brutal-swing, liquidation, expanding-force, lash-out"""
688,binacle,"""scratch, swords-dance, cut, sand-attack, water-gun, surf, ice-beam, blizzard, strength, earthquake, dig, toxic, screech, double-team, withdraw, clamp, fury-swipes, rest, rock-slide, slash, substitute, thief, snore, protect, sludge-bomb, mud-slap, icy-wind, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, hidden-power, cross-chop, rain-dance, ancient-power, rock-smash, beat-up, uproar, torment, facade, nature-power, taunt, helping-hand, brick-break, endeavor, secret-power, rock-tomb, tickle, aerial-ace, iron-defense, mud-shot, water-sport, rock-blast, water-pulse, payback, assurance, embargo, fling, rock-polish, poison-jab, night-slash, x-scissor, switcheroo, shadow-claw, stone-edge, stealth-rock, grass-knot, hone-claws, smack-down, sludge-wave, round, scald, shell-smash, bulldoze, dual-chop, razor-shell, confide, infestation, power-up-punch, liquidation"""
689,barbaracle,"""scratch, swords-dance, cut, sand-attack, water-gun, surf, ice-beam, blizzard, hyper-beam, low-kick, strength, earthquake, dig, toxic, screech, double-team, withdraw, clamp, skull-bash, fury-swipes, rest, rock-slide, slash, substitute, thief, snore, protect, sludge-bomb, mud-slap, icy-wind, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, hidden-power, cross-chop, rain-dance, ancient-power, rock-smash, whirlpool, beat-up, uproar, torment, facade, nature-power, taunt, helping-hand, superpower, brick-break, endeavor, secret-power, dive, rock-tomb, muddy-water, aerial-ace, iron-defense, dragon-claw, bulk-up, mud-shot, rock-blast, water-pulse, payback, assurance, embargo, fling, rock-polish, poison-jab, night-slash, x-scissor, focus-blast, earth-power, giga-impact, shadow-claw, stone-edge, stealth-rock, grass-knot, hone-claws, smack-down, sludge-wave, round, scald, shell-smash, bulldoze, dual-chop, razor-shell, confide, infestation, power-up-punch, laser-focus, brutal-swing, liquidation, meteor-beam"""
690,skrelp,"""tackle, take-down, tail-whip, acid, water-gun, hydro-pump, surf, thunderbolt, toxic, double-team, smokescreen, haze, waterfall, bubble, acid-armor, rest, substitute, thief, snore, protect, scary-face, feint-attack, sludge-bomb, mud-slap, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, twister, rain-dance, shadow-ball, hail, facade, secret-power, dive, camouflage, bounce, mud-shot, poison-tail, shock-wave, water-pulse, toxic-spikes, aqua-tail, dragon-pulse, gunk-shot, venoshock, sludge-wave, acid-spray, round, scald, dragon-tail, play-rough, confide, venom-drench, liquidation, scale-shot, flip-turn, tera-blast, snowscape, chilling-water"""
691,dragalge,"""tackle, take-down, tail-whip, acid, water-gun, hydro-pump, surf, hyper-beam, thunderbolt, thunder, toxic, double-team, smokescreen, waterfall, bubble, rest, substitute, thief, snore, protect, scary-face, feint-attack, sludge-bomb, mud-slap, icy-wind, outrage, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, twister, rain-dance, shadow-ball, hail, facade, secret-power, dive, camouflage, bounce, mud-shot, poison-tail, shock-wave, water-pulse, toxic-spikes, aqua-tail, dragon-pulse, focus-blast, giga-impact, draco-meteor, gunk-shot, venoshock, sludge-wave, acid-spray, round, scald, dragon-tail, play-rough, confide, venom-drench, liquidation, scale-shot, flip-turn, tera-blast, snowscape, chilling-water"""
692,clauncher,"""vice-grip, swords-dance, cut, take-down, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, toxic, double-team, waterfall, bubble, splash, crabhammer, rest, rock-slide, substitute, thief, snore, flail, protect, sludge-bomb, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, facade, helping-hand, secret-power, dive, muddy-water, bounce, mud-shot, water-sport, water-pulse, u-turn, aura-sphere, dark-pulse, aqua-tail, dragon-pulse, flash-cannon, aqua-jet, hone-claws, venoshock, smack-down, sludge-wave, entrainment, round, scald, confide, liquidation, terrain-pulse, flip-turn, tera-blast, pounce, chilling-water"""
693,clawitzer,"""vice-grip, swords-dance, cut, body-slam, take-down, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, toxic, double-team, waterfall, bubble, splash, crabhammer, rest, rock-slide, substitute, thief, snore, flail, protect, scary-face, sludge-bomb, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, shadow-ball, facade, helping-hand, secret-power, dive, muddy-water, bounce, mud-shot, water-sport, water-pulse, u-turn, aura-sphere, dark-pulse, aqua-tail, dragon-pulse, focus-blast, giga-impact, flash-cannon, aqua-jet, hone-claws, venoshock, smack-down, sludge-wave, round, scald, heal-pulse, confide, laser-focus, liquidation, terrain-pulse, flip-turn, tera-blast, pounce, chilling-water"""
694,helioptile,"""pound, razor-wind, cut, tail-whip, surf, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, quick-attack, double-team, light-screen, swift, glare, flash, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, psych-up, facade, charge, secret-power, camouflage, rock-tomb, signal-beam, shock-wave, u-turn, magnet-rise, dark-pulse, dragon-rush, grass-knot, charge-beam, electro-ball, low-sweep, round, ally-switch, volt-switch, bulldoze, dragon-tail, electroweb, wild-charge, parabolic-charge, electrify, confide, electric-terrain, scale-shot, rising-voltage"""
695,heliolisk,"""pound, mega-punch, fire-punch, thunder-punch, razor-wind, cut, mega-kick, tail-whip, surf, hyper-beam, low-kick, solar-beam, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, quick-attack, double-team, light-screen, swift, flash, rest, rock-slide, substitute, snore, protect, mud-slap, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, facade, charge, secret-power, hyper-voice, weather-ball, rock-tomb, signal-beam, shock-wave, u-turn, magnet-rise, dark-pulse, dragon-pulse, focus-blast, giga-impact, discharge, grass-knot, charge-beam, electro-ball, low-sweep, round, ally-switch, volt-switch, bulldoze, dragon-tail, electroweb, wild-charge, parabolic-charge, electrify, confide, eerie-impulse, electric-terrain, brutal-swing, breaking-swipe, scale-shot, rising-voltage"""
696,tyrunt,"""stomp, horn-drill, tackle, body-slam, thrash, tail-whip, bite, roar, strength, rock-throw, earthquake, dig, toxic, double-team, bide, rest, rock-slide, substitute, snore, curse, protect, scary-face, outrage, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, ancient-power, rock-smash, facade, superpower, brick-break, secret-power, hyper-voice, poison-fang, rock-tomb, aerial-ace, iron-defense, block, dragon-claw, dragon-dance, rock-blast, close-combat, assurance, rock-polish, dark-pulse, dragon-pulse, earth-power, thunder-fang, ice-fang, fire-fang, zen-headbutt, draco-meteor, iron-head, stone-edge, stealth-rock, hone-claws, round, bulldoze, dragon-tail, play-rough, confide, psychic-fangs, stomping-tantrum, scale-shot, meteor-beam, lash-out"""
697,tyrantrum,"""stomp, horn-drill, tackle, body-slam, thrash, tail-whip, bite, roar, hyper-beam, strength, earthquake, dig, toxic, double-team, bide, rest, rock-slide, substitute, snore, protect, scary-face, outrage, sandstorm, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, ancient-power, rock-smash, facade, superpower, brick-break, secret-power, hyper-voice, rock-tomb, aerial-ace, iron-defense, block, dragon-claw, dragon-dance, rock-blast, close-combat, assurance, rock-polish, dark-pulse, dragon-pulse, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, zen-headbutt, draco-meteor, iron-head, stone-edge, stealth-rock, head-smash, hone-claws, round, bulldoze, dragon-tail, play-rough, confide, high-horsepower, brutal-swing, psychic-fangs, stomping-tantrum, breaking-swipe, scale-shot, meteor-beam, lash-out"""
698,amaura,"""body-slam, take-down, growl, roar, mist, ice-beam, blizzard, aurora-beam, hyper-beam, thunderbolt, thunder-wave, rock-throw, toxic, double-team, barrier, light-screen, haze, reflect, dream-eater, flash, rest, rock-slide, substitute, snore, powder-snow, protect, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, mirror-coat, psych-up, ancient-power, rock-smash, hail, facade, nature-power, secret-power, hyper-voice, weather-ball, rock-tomb, iron-defense, mud-shot, calm-mind, rock-blast, water-pulse, magnet-rise, rock-polish, dark-pulse, aqua-tail, earth-power, avalanche, zen-headbutt, flash-cannon, discharge, iron-head, stone-edge, stealth-rock, charge-beam, round, echoed-voice, bulldoze, frost-breath, dragon-tail, freeze-dry, confide, aurora-veil, meteor-beam"""
699,aurorus,"""body-slam, take-down, growl, roar, mist, ice-beam, blizzard, aurora-beam, hyper-beam, thunderbolt, thunder-wave, thunder, rock-throw, earthquake, toxic, psychic, double-team, light-screen, reflect, dream-eater, flash, rest, rock-slide, substitute, snore, powder-snow, protect, icy-wind, outrage, sandstorm, endure, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, psych-up, ancient-power, rock-smash, hail, facade, nature-power, secret-power, hyper-voice, weather-ball, rock-tomb, icicle-spear, iron-defense, mud-shot, calm-mind, rock-blast, water-pulse, magnet-rise, rock-polish, dark-pulse, aqua-tail, earth-power, giga-impact, avalanche, zen-headbutt, flash-cannon, iron-head, stone-edge, stealth-rock, charge-beam, round, echoed-voice, bulldoze, frost-breath, dragon-tail, freeze-dry, confide, meteor-beam"""
700,sylveon,"""pay-day, cut, sand-attack, tackle, body-slam, take-down, double-edge, tail-whip, bite, growl, hyper-beam, dig, toxic, psychic, quick-attack, double-team, light-screen, reflect, focus-energy, swift, flash, rest, substitute, snore, protect, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, facade, helping-hand, magic-coat, skill-swap, secret-power, hyper-voice, weather-ball, fake-tears, covet, magical-leaf, calm-mind, copycat, last-resort, giga-impact, psyshock, telekinesis, round, echoed-voice, stored-power, retaliate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, laser-focus, misty-explosion, tera-blast, trailblaze"""
701,hawlucha,"""karate-chop, mega-punch, fire-punch, thunder-punch, swords-dance, cut, wing-attack, fly, mega-kick, tackle, body-slam, take-down, hyper-beam, submission, low-kick, strength, dig, toxic, agility, double-team, swift, high-jump-kick, sky-attack, rest, rock-slide, substitute, thief, snore, reversal, protect, detect, endure, false-swipe, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, baton-pass, encore, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, torment, facade, focus-punch, taunt, helping-hand, superpower, revenge, brick-break, endeavor, secret-power, feather-dance, mud-sport, rock-tomb, aerial-ace, bulk-up, bounce, roost, feint, tailwind, u-turn, close-combat, payback, assurance, fling, me-first, last-resort, poison-jab, x-scissor, drain-punch, focus-blast, brave-bird, giga-impact, zen-headbutt, defog, iron-head, stone-edge, grass-knot, hone-claws, low-sweep, entrainment, round, quick-guard, ally-switch, sky-drop, acrobatics, retaliate, work-up, dual-chop, flying-press, confide, power-up-punch, laser-focus, throat-chop, body-press, coaching, dual-wingbeat, tera-blast, trailblaze"""
702,dedenne,"""thunder-punch, cut, tackle, take-down, tail-whip, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, double-team, light-screen, swift, flash, rest, super-fang, substitute, thief, snore, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, facade, charge, helping-hand, recycle, secret-power, signal-beam, aerial-ace, covet, shock-wave, natural-gift, u-turn, fling, last-resort, magnet-rise, seed-bomb, giga-impact, discharge, grass-knot, charge-beam, electro-ball, entrainment, round, ally-switch, retaliate, volt-switch, electroweb, wild-charge, parabolic-charge, draining-kiss, misty-terrain, play-rough, confide, eerie-impulse, electric-terrain, dazzling-gleam, nuzzle, tearful-look, rising-voltage, tera-blast, trailblaze"""
703,carbink,"""tackle, body-slam, take-down, hyper-beam, rock-throw, toxic, psychic, double-team, harden, light-screen, reflect, flash, explosion, rest, rock-slide, sharpen, substitute, snore, flail, protect, spikes, sandstorm, endure, charm, swagger, sleep-talk, return, frustration, safeguard, hidden-power, rain-dance, sunny-day, psych-up, ancient-power, hail, facade, nature-power, magic-coat, skill-swap, secret-power, rock-tomb, sand-tomb, iron-defense, covet, calm-mind, rock-blast, gravity, gyro-ball, guard-swap, magnet-rise, rock-polish, power-gem, earth-power, giga-impact, flash-cannon, trick-room, iron-head, stone-edge, stealth-rock, guard-split, wonder-room, telekinesis, smack-down, heavy-slam, after-you, round, ally-switch, misty-terrain, moonblast, confide, dazzling-gleam, stomping-tantrum, body-press, meteor-beam, misty-explosion, terrain-pulse, tera-blast"""
